modelo,marca,valor,km,transmissao,combustivel,cor,ano,novidade,vendedor,href,info
COMPASS,JEEP,A Combinar,,automatico,diesel,Branco,2020,False,CASARÃO VEICULOS,https://carango.com.br/veiculo/jeep-compass-2020-2-0-16v-diesel-limited-4x4-automatico-diesel-114518,JEEP COMPASS 2020 2.0 16V DIESEL LIMITED 4X4 AUTOMÁTICO - Carango 114518
AMAROK,VOLKSWAGEN,A Combinar,,automatico,diesel,Branco,2018,False,CASARÃO VEICULOS,https://carango.com.br/veiculo/volkswagen-amarok-2018-2-0-trendline-cd-16v-tdi-4x4-diesel-4p-automatico-diesel-114517,VOLKSWAGEN AMAROK 2018 2.0 TRENDLINE CD 16V TDI 4X4 DIESEL 4P AUTOMÁTICO - Carango 114517
KA,FORD,50000.0,48031,manual,flex,Branco,2018,False,Gama Seminovos ,https://carango.com.br/veiculo/ford-ka-2018-1-0-12v-flex-4p-manual-flex-114513,FORD KA 2018 1.0 12V FLEX 4P MANUAL - Carango 114513
CIVIC,HONDA,108000.0,58068,manual,flex,Prata,2018,False,RAFA VEÍCULOS,https://carango.com.br/veiculo/honda-civic-2018-1-5-16v-turbo-gasolina-si-coupe-2p-manual-flex-114507,HONDA CIVIC 2018 1.5 16V TURBO GASOLINA SI COUPE 2P MANUAL - Carango 114507
HB20S,HYUNDAI,51000.0,78000,manual,flex,Branco,2015,False,MARVEL VEÍCULOS SEMINOVOS,https://carango.com.br/veiculo/hyundai-hb20s-2015-1-0-comfort-plus-12v-flex-4p-manual-flex-114503,HYUNDAI HB20S 2015 1.0 COMFORT PLUS 12V FLEX 4P MANUAL - Carango 114503
RENEGADE,JEEP,A Combinar,,automatico,flex,Branco,2018,False,N.A VEÍCULOS,https://carango.com.br/veiculo/jeep-renegade-2018-1-8-16v-flex-sport-4p-automatico-114494,JEEP RENEGADE 2018 1.8 16V FLEX SPORT 4P AUTOMÁTICO - Carango 114494
SAVEIRO,VOLKSWAGEN,A Combinar,,manual,flex,Prata,2016,False,N.A VEÍCULOS,https://carango.com.br/veiculo/volkswagen-saveiro-2016-1-6-cross-cd-16v-flex-2p-manual-flex-114493,VOLKSWAGEN SAVEIRO 2016 1.6 CROSS CD 16V FLEX 2P MANUAL - Carango 114493
FOX,VOLKSWAGEN,A Combinar,,manual,flex,Bege,2018,False,N.A VEÍCULOS,https://carango.com.br/veiculo/volkswagen-fox-2018-1-6-msi-comfortline-8v-flex-4p-manual-flex-114492,VOLKSWAGEN FOX 2018 1.6 MSI COMFORTLINE 8V FLEX 4P MANUAL - Carango 114492
HB20,HYUNDAI,A Combinar,,manual,flex,Branco,2015,False,N.A VEÍCULOS,https://carango.com.br/veiculo/hyundai-hb20-2015-1-0-comfort-plus-12v-flex-4p-manual-flex-114491,HYUNDAI HB20 2015 1.0 COMFORT PLUS 12V FLEX 4P MANUAL - Carango 114491
NEW,FORD,A Combinar,,automatico,flex,Branco,2016,False,N.A VEÍCULOS,https://carango.com.br/veiculo/ford-new-fiesta-2016-1-6-se-hatch-4p-flex-aut-flex-114490,FORD NEW FIESTA 2016 1.6 SE  HATCH 4P FLEX AUT. - Carango 114490
ONIX,CHEVROLET,A Combinar,,manual,flex,Branco,2022,False,N.A VEÍCULOS,https://carango.com.br/veiculo/chevrolet-onix-2022-1-0-turbo-flex-lt-4p-manual-flex-114489,CHEVROLET ONIX 2022 1.0 TURBO FLEX LT 4P MANUAL - Carango 114489
KA,FORD,A Combinar,,manual,flex,Marrom,2020,False,N.A VEÍCULOS,https://carango.com.br/veiculo/ford-ka-2020-1-0-ti-vct-flex-se-manual-flex-114488,FORD KA + 2020 1.0 TI-VCT FLEX SE MANUAL - Carango 114488
VOYAGE,VOLKSWAGEN,A Combinar,,manual,flex,Branco,2020,False,N.A VEÍCULOS,https://carango.com.br/veiculo/volkswagen-voyage-2020-1-6-msi-totalflex-4p-manual-flex-114486,VOLKSWAGEN VOYAGE 2020 1.6 MSI TOTALFLEX 4P MANUAL - Carango 114486
KA,FORD,A Combinar,,manual,flex,Branco,2018,False,N.A VEÍCULOS,https://carango.com.br/veiculo/ford-ka-2018-1-0-se-12v-flex-4p-manual-flex-114485,FORD KA 2018 1.0 SE 12V FLEX 4P MANUAL - Carango 114485
COBALT,CHEVROLET,64800.0,91640,automatico,flex,Azul,2018,False,Isaias Automóveis - Aracaju,https://carango.com.br/veiculo/chevrolet-cobalt-2018-1-8-mpfi-elite-8v-flex-4p-automatico-gasolina-e-alcool-114484,CHEVROLET COBALT 2018 1.8 MPFI ELITE 8V FLEX 4P AUTOMÁTICO - Carango 114484
LOGAN,RENAULT,47800.0,129580,manual,flex,Prata,2017,False,Isaias Automóveis - Aracaju,https://carango.com.br/veiculo/renault-logan-2017-1-6-16v-sce-flex-expression-manual-gasolina-e-alcool-114483,RENAULT LOGAN 2017 1.6 16V SCE FLEX EXPRESSION MANUAL - Carango 114483
AIRCROSS,CITROËN,54800.0,66540,manual,flex,Branco,2017,False,Isaias Automóveis - Aracaju,https://carango.com.br/veiculo/citroen-aircross-2017-1-6-feel-16v-flex-4p-manual-gasolina-e-alcool-114482,CITROËN AIRCROSS 2017 1.6 FEEL 16V FLEX 4P MANUAL - Carango 114482
RANGER,FORD,A Combinar,,,diesel,Branco,2017,False,IP VEICULOS,https://carango.com.br/veiculo/ford-ranger-2017-3-2-xlt-4x4-4p-diesel-114480,FORD RANGER 2017 3.2 XLT 4X4 4P DIESEL - Carango 114480
VOYAGE,VOLKSWAGEN,39500.0,,manual,flex,Prata,2014,False,JLA Corretora,https://carango.com.br/veiculo/volkswagen-voyage-2014-1-0-i-trend-total-flex-4p-manual-flex-114479,VOLKSWAGEN VOYAGE 2014 1.0 I-TREND TOTAL FLEX 4P MANUAL - Carango 114479
TORO,FIAT,145000.0,90595,,diesel,Azul,2021,False,JRCA Seminovos,https://carango.com.br/veiculo/fiat-toro-2021-ranch-2-0-16v-turbo-diesel-4wd-diesel-114475,FIAT TORO 2021 RANCH 2.0 16V TURBO DIESEL 4WD - Carango 114475
COROLLA,TOYOTA,128000.0,84166,,flex,Preto,2022,False,JRCA Seminovos,https://carango.com.br/veiculo/toyota-corolla-2022-2-0-xei-16v-flex-4p-flex-114473,TOYOTA COROLLA 2022 2.0 XEI 16V FLEX 4P - Carango 114473
CIVIC,HONDA,112900.0,59684,automatico,flex,Prata,2020,False,SHOPCAR MULTIMARCAS,https://carango.com.br/veiculo/honda-civic-2020-2-0-16v-flexone-lx-4p-cvt-flex-114470,HONDA CIVIC 2020 2.0 16V FLEXONE LX 4P CVT - Carango 114470
SIENA,FIAT,35000.0,189170,manual,flex,Bege,2014,False,Mago Automóveis - Aracaju,https://carango.com.br/veiculo/fiat-siena-2014-1-0-mpi-el-8v-flex-4p-manual-flex-114466,FIAT SIENA 2014 1.0 MPI EL 8V FLEX 4P MANUAL - Carango 114466
COMPASS,JEEP,151990.0,26876,automatico,flex,Cinza,2020,False,Gama Seminovos ,https://carango.com.br/veiculo/jeep-compass-2020-1-3-s-t270-turbo-flex-at6-diesel-114465,JEEP COMPASS 2020 1.3 S T270 TURBO FLEX  AT6 - Carango 114465
SANDERO,RENAULT,38500.0,89129,manual,flex,Prata,2016,False,MGM AUTOMÓVEIS,https://carango.com.br/veiculo/renault-sandero-2016-1-0-expression-16v-flex-4p-manual-flex-114455,RENAULT SANDERO 2016 1.0 EXPRESSION 16V FLEX 4P MANUAL - Carango 114455
ONIX,CHEVROLET,82900.0,36850,automatico,flex,Preto,2020,False,ROGÉRIO AUTOMÓVEIS,https://carango.com.br/veiculo/chevrolet-onix-2020-1-0-turbo-flex-ltz-4p-automatico-flex-114450,CHEVROLET ONIX 2020 1.0 TURBO FLEX LTZ 4P AUTOMÁTICO - Carango 114450
UNO,FIAT,44000.0,71263,manual,flex,Verde,2016,False,ROGÉRIO AUTOMÓVEIS,https://carango.com.br/veiculo/fiat-uno-2016-1-0-8v-way-flex-4p-manual-flex-114448,FIAT UNO 2016 1.0 8V WAY FLEX 4P MANUAL - Carango 114448
TRACKER,CHEVROLET,126800.0,3500,automatico,flex,Prata,2023,False,Edson Veículos - Aracaju,https://carango.com.br/veiculo/chevrolet-tracker-2023-1-0-turbo-flex-ltz-automatico-gasolina-e-alcool-114447,CHEVROLET TRACKER 2023 1.0 TURBO FLEX LTZ AUTOMÁTICO - Carango 114447
TIGGO,CHERY,A Combinar,8305,,flex,prata,2023,False,BORA SEMINOVOS,https://carango.com.br/veiculo/chery-tiggo-3x-2023-pro-1-0-turbo-flex-114445,CHERY TIGGO 3X 2023 PRO 1.0 Turbo - Carango 114445
TIGGO,CHERY,A Combinar,30000,automatico,flex,Cinza,2021,False,PIRU AUTOMÓVEIS,https://carango.com.br/veiculo/chery-tiggo-5x-2021-1-5-vvt-turbo-iflex-t-dct-flex-114444,CHERY TIGGO 5X 2021 1.5 VVT TURBO IFLEX T DCT - Carango 114444
GOL,VOLKSWAGEN,16000.0,,manual,flex,Branco,2007,False,PIRU AUTOMÓVEIS,https://carango.com.br/veiculo/volkswagen-gol-2007-1-0-mi-8v-flex-2p-manual-g-iv-114443,VOLKSWAGEN GOL 2007 1.0 MI 8V FLEX 2P MANUAL G.IV - Carango 114443
CELTA,CHEVROLET,15000.0,,manual,gasolina,Verde,2002,False,PIRU AUTOMÓVEIS,https://carango.com.br/veiculo/chevrolet-celta-2002-1-0-mpfi-8v-gasolina-2p-manual-gasolina-114442,CHEVROLET CELTA 2002 1.0 MPFI 8V GASOLINA 2P MANUAL - Carango 114442
FIT,HONDA,44000.0,,manual,flex,Branco,2012,False,PIRU AUTOMÓVEIS,https://carango.com.br/veiculo/honda-fit-2012-1-4-lx-16v-flex-4p-manual-flex-114441,HONDA FIT 2012 1.4 LX 16V FLEX 4P MANUAL - Carango 114441
CLASSIC,CHEVROLET,26000.0,,manual,flex,Preto,2012,False,PIRU AUTOMÓVEIS,https://carango.com.br/veiculo/chevrolet-classic-2012-1-0-mpfi-ls-8v-flex-4p-manual-flex-114440,CHEVROLET CLASSIC 2012 1.0 MPFI LS 8V FLEX 4P MANUAL - Carango 114440
D20,CHEVROLET,50000.0,,manual,diesel,Vermelho,1991,False,PIRU AUTOMÓVEIS,https://carango.com.br/veiculo/chevrolet-d20-1991-4-0-custom-de-luxe-cs-8v-diesel-2p-manual-diesel-114439,CHEVROLET D20 1991 4.0 CUSTOM DE LUXE CS 8V DIESEL 2P MANUAL - Carango 114439
CORSA,CHEVROLET,17000.0,,,flex,Branco,2005,False,PIRU AUTOMÓVEIS,https://carango.com.br/veiculo/chevrolet-corsa-sedan-2005-joy-1-8-8v-flexpower-flex-114437,CHEVROLET CORSA SEDAN 2005 JOY 1.8 8V(FLEXPOWER) - Carango 114437
LOGAN,RENAULT,18500.0,,automatico,flex,Branco,2008,False,PIRU AUTOMÓVEIS,https://carango.com.br/veiculo/renault-logan-2008-1-0-authentique-16v-flex-4p-manual-flex-114435,RENAULT LOGAN 2008 1.0 AUTHENTIQUE 16V FLEX 4P MANUAL - Carango 114435
SIENA,FIAT,25000.0,,manual,flex,Prata,2010,False,PIRU AUTOMÓVEIS,https://carango.com.br/veiculo/fiat-siena-2010-1-0-mpi-el-8v-flex-4p-manual-flex-114434,FIAT SIENA 2010 1.0 MPI EL 8V FLEX 4P MANUAL - Carango 114434
RENEGADE,JEEP,80000.0,,manual,flex,Vermelho,2018,False,PIRU AUTOMÓVEIS,https://carango.com.br/veiculo/jeep-renegade-2018-1-8-16v-flex-sport-4p-manual-flex-114433,JEEP RENEGADE 2018 1.8 16V FLEX SPORT 4P MANUAL - Carango 114433
GOL,VOLKSWAGEN,30000.0,,manual,flex,Preto,2011,False,PIRU AUTOMÓVEIS,https://carango.com.br/veiculo/volkswagen-gol-2011-1-0-mi-8v-trend-flex-4p-manual-g-v-flex-114432,VOLKSWAGEN GOL 2011 1.0 MI 8V TREND FLEX 4P MANUAL G.V - Carango 114432
PAJERO,MITSUBISHI,145000.0,,automatico,diesel,Branco,2014,False,PIRU AUTOMÓVEIS,https://carango.com.br/veiculo/mitsubishi-pajero-full-2014-3-2-hpe-4x4-16v-diesel-4p-automatico-diesel-114431,MITSUBISHI PAJERO FULL 2014 3.2 HPE 4X4 16V DIESEL 4P AUTOMÁTICO - Carango 114431
PRISMA,CHEVROLET,48000.0,,manual,flex,Prata,2019,False,PIRU AUTOMÓVEIS,https://carango.com.br/veiculo/chevrolet-prisma-2019-1-0-mpfi-joy-8v-flex-4p-manual-flex-114430,CHEVROLET PRISMA 2019 1.0 MPFI JOY 8V FLEX 4P MANUAL - Carango 114430
TRACKER,CHEVROLET,106990.0,,automatico,flex,Branco,2021,False,Boa Terra Veículos Maceió,https://carango.com.br/veiculo/chevrolet-tracker-2021-1-0-turbo-flex-lt-autom-tico-flex-114427,CHEVROLET TRACKER 2021 1.0 TURBO FLEX LT AUTOM  TICO - Carango 114427
RENEGADE,JEEP,82990.0,38394,automatico,flex,Cinza,2021,False,Boa Terra Veículos Maceió,https://carango.com.br/veiculo/jeep-renegade-2021-1-8-16v-flex-4p-autom-tico-flex-114426,JEEP RENEGADE 2021 1.8 16V FLEX 4P AUTOM  TICO - Carango 114426
RENEGADE,JEEP,106990.0,76348,automatico,flex,Prata,2020,False,Boa Terra Veículos Maceió,https://carango.com.br/veiculo/jeep-renegade-2020-1-8-16v-flex-4p-autom-tico-diesel-114425,JEEP RENEGADE 2020 1.8 16V FLEX 4P AUTOM  TICO - Carango 114425
CRETA,HYUNDAI,A Combinar,,automatico,flex,Branco,2017,False,Hyundai Cycosa,https://carango.com.br/veiculo/hyundai-creta-2017-1-0-tgdi-flex-comfort-automatico-flex-114424,HYUNDAI CRETA 2017 1.0 TGDI FLEX COMFORT AUTOMÁTICO - Carango 114424
HB20X,HYUNDAI,A Combinar,,automatico,flex,Prata,2021,False,Hyundai Cycosa,https://carango.com.br/veiculo/hyundai-hb20x-2021-1-6-16v-flex-evolution-automatico-flex-114423,HYUNDAI HB20X 2021 1.6 16V FLEX EVOLUTION AUTOMÁTICO - Carango 114423
CRETA,HYUNDAI,88900.0,75715,automatico,flex,Prata,2017,False,Taiyo Auto Import,https://carango.com.br/veiculo/hyundai-creta-2017-2-0-16v-flex-prestige-automatico-flex-114419,HYUNDAI CRETA 2017 2.0 16V FLEX PRESTIGE AUTOMATICO - Carango 114419
CIVIC,HONDA,119900.0,22064,automatico,flex,Azul,2021,False,Taiyo Auto Import,https://carango.com.br/veiculo/honda-civic-2021-2-0-16v-flexone-lx-4p-cvt-flex-114418,HONDA CIVIC 2021 2.0 16V FLEXONE LX 4P CVT - Carango 114418
RENEGADE,JEEP,A Combinar,,automatico,flex,Branco,2019,False,MENDONÇA VEÍCULOS,https://carango.com.br/veiculo/jeep-renegade-2019-1-8-16v-flex-sport-4p-automatico-flex-114412,JEEP RENEGADE 2019 1.8 16V FLEX SPORT 4P AUTOMATICO - Carango 114412
FOX,VOLKSWAGEN,A Combinar,,manual,flex,Cinza,2014,False,IPANEMA VEÍCULOS,https://carango.com.br/veiculo/volkswagen-fox-2014-1-0-mi-comfortline-8v-flex-4p-manual-flex-114409,VOLKSWAGEN FOX 2014 1.0 MI COMFORTLINE 8V FLEX 4P MANUAL - Carango 114409
UNO,FIAT,A Combinar,,manual,flex,2011,2011,False,IP VEICULOS,https://carango.com.br/veiculo/fiat-uno-2011-1-0-evo-vivace-8v-flex-2p-manual-flex-114407,FIAT UNO 2011 1.0 EVO VIVACE 8V FLEX 2P MANUAL - Carango 114407
POLO,VOLKSWAGEN,A Combinar,,automatico,flex,Branco,2020,False,IP VEICULOS,https://carango.com.br/veiculo/volkswagen-polo-2020-highline-flex-automatico-flex-114406,VOLKSWAGEN POLO 2020 HIGHLINE FLEX AUTOMÁTICO - Carango 114406
COMPASS,JEEP,A Combinar,,automatico,flex,2021,2021,False,IP VEICULOS,https://carango.com.br/veiculo/jeep-compass-2021-1-3-s-t270-turbo-flex-at6-diesel-114405,JEEP COMPASS 2021 1.3 S T270 TURBO FLEX  AT6 - Carango 114405
T,VOLKSWAGEN,110990.0,14000,automatico,flex,Prata,2020,False,Manchete Multimarcas,https://carango.com.br/veiculo/volkswagen-t-cross-2020-1-0-200-tsi-total-flex-sense-autom-tico-flex-114401,VOLKSWAGEN T CROSS 2020 1.0 200 TSI TOTAL FLEX SENSE AUTOM  TICO - Carango 114401
TRAILBLAZER,CHEVROLET,243990.0,43252,automatico,diesel,Vermelho,2020,False,Manchete Multimarcas,https://carango.com.br/veiculo/chevrolet-trailblazer-2020-2-8-premier-4x4-16v-turbo-diesel-4p-automatico-114396,CHEVROLET TRAILBLAZER 2020 2.8 PREMIER 4X4 16V TURBO DIESEL 4P AUTOMÁTICO - Carango 114396
HB20,HYUNDAI,46990.0,74490,manual,flex,Azul,2015,False,81 AUTOS ,https://carango.com.br/veiculo/hyundai-hb20-2015-1-0-comfort-12v-flex-4p-manual-flex-114395,HYUNDAI HB20 2015 1.0 COMFORT 12V FLEX 4P MANUAL - Carango 114395
TRAILBLAZER,CHEVROLET,209990.0,72000,automatico,diesel,Cinza,2019,False,Manchete Multimarcas,https://carango.com.br/veiculo/chevrolet-trailblazer-2019-2-8-ltz-4x4-16v-turbo-diesel-4p-automatico-diesel-114394,CHEVROLET TRAILBLAZER 2019 2.8 LTZ 4X4 16V TURBO DIESEL 4P AUTOMATICO - Carango 114394
ONIX,CHEVROLET,52990.0,58867,manual,flex,Vinho,2019,False,Manchete Multimarcas,https://carango.com.br/veiculo/chevrolet-onix-2019-1-0-mpfi-joy-8v-flex-4p-manual-flex-114392,CHEVROLET ONIX 2019 1.0 MPFI JOY 8V FLEX 4P MANUAL - Carango 114392
CRUZE,CHEVROLET,118990.0,58995,automatico,flex,Vinho,2020,False,Manchete Multimarcas,https://carango.com.br/veiculo/chevrolet-cruze-2020-1-4-turbo-flex-premier-autom-tico-flex-114390,CHEVROLET CRUZE 2020 1.4 TURBO FLEX PREMIER AUTOM  TICO - Carango 114390
MOBI,FIAT,51990.0,44422,manual,flex,Branco,2020,False,Manchete Multimarcas,https://carango.com.br/veiculo/fiat-mobi-2020-1-0-8v-evo-flex-like-manual-flex-114387,FIAT MOBI 2020 1.0 8V EVO FLEX LIKE MANUAL  - Carango 114387
COROLLA,TOYOTA,179990.0,20015,automatico,flex,Branco,2022,False,Toyolex Seminovos - Aracaju,https://carango.com.br/veiculo/toyota-corolla-cross-2022-1-8-vvt-i-hybrid-flex-special-edition-cvt-flex-114378,TOYOTA COROLLA CROSS 2022 1.8 VVT-I HYBRID FLEX SPECIAL EDITION CVT - Carango 114378
HB20X,HYUNDAI,82990.0,48550,automatico,flex,Cinza,2020,False,Toyolex Seminovos - Aracaju,https://carango.com.br/veiculo/hyundai-hb20x-2020-1-6-16v-flex-diamond-plus-automatico-flex-114377,HYUNDAI HB20X 2020 1.6 16V FLEX DIAMOND PLUS AUTOMÁTICO - Carango 114377
COMPASS,JEEP,116990.0,64200000,automatico,flex,Azul,2019,False,NOSSATERRA SEMINOVOS FIAT / JEEP,https://carango.com.br/veiculo/jeep-compass-2019-1-3-s-t270-turbo-flex-at6-flex-114369,JEEP COMPASS 2019 1.3 S T270 TURBO FLEX  AT6 - Carango 114369
T-CROSS,VOLKSWAGEN,102000.0,63000,automatico,flex,Prata,2020,False,Isaias Automóveis - Aracaju,https://carango.com.br/veiculo/volkswagen-t-cross-2020-1-0-200-tsi-total-flex-sense-automatico-gasolina-e-alcool-114368,VOLKSWAGEN T-CROSS 2020 1.0 200 TSI TOTAL FLEX SENSE AUTOMÁTICO - Carango 114368
ONIX,CHEVROLET,92000.0,7000,manual,flex,Azul,2023,False,NOSSATERRA SEMINOVOS FIAT / JEEP,https://carango.com.br/veiculo/chevrolet-onix-2023-1-0-turbo-flex-lt-4p-manual-flex-114366,CHEVROLET ONIX 2023 1.0 TURBO FLEX LT 4P MANUAL - Carango 114366
L200,MITSUBISHI,210800.0,28910,automatico,diesel,Branco,2022,False,Isaias Automóveis - Aracaju,https://carango.com.br/veiculo/mitsubishi-l200-triton-2022-2-4-16v-turbo-diesel-outdoor-gls-cd-4x4-automatico-diesel-114363,MITSUBISHI L200 TRITON  2022 2.4 16V TURBO DIESEL OUTDOOR GLS CD 4X4 AUTOMÁTICO - Carango 114363
HILUX,TOYOTA,189800.0,117630,automatico,diesel,Branco,2016,False,Isaias Automóveis - Aracaju,https://carango.com.br/veiculo/toyota-hilux-2016-2-8-srv-4x4-cd-16v-diesel-4p-automatico-diesel-114362,TOYOTA HILUX 2016 2.8 SRV 4X4 CD 16V DIESEL 4P AUTOMÁTICO - Carango 114362
TORO,FIAT,162800.0,41460,automatico,diesel,Branco,2021,False,Isaias Automóveis - Aracaju,https://carango.com.br/veiculo/fiat-toro-2021-2-0-16v-turbo-diesel-volcano-4wd-at9-diesel-114357,FIAT TORO 2021 2.0 16V TURBO DIESEL VOLCANO 4WD AT9 - Carango 114357
HB20S,HYUNDAI,53800.0,141450,automatico,flex,Preto,2014,False,Isaias Automóveis - Aracaju,https://carango.com.br/veiculo/hyundai-hb20s-2014-1-6-comfort-plus-16v-flex-4p-automatico-gasolina-e-alcool-114356,HYUNDAI HB20S 2014 1.6 COMFORT PLUS 16V FLEX 4P AUTOMÁTICO - Carango 114356
COMPASS,JEEP,165800.0,85750,automatico,diesel,Preto,2020,False,Isaias Automóveis - Aracaju,https://carango.com.br/veiculo/jeep-compass-2020-2-0-16v-diesel-limited-4x4-automatico-diesel-114355,JEEP COMPASS 2020 2.0 16V DIESEL LIMITED 4X4 AUTOMÁTICO - Carango 114355
DUSTER,RENAULT,61800.0,81310,manual,flex,Prata,2016,False,Isaias Automóveis - Aracaju,https://carango.com.br/veiculo/renault-duster-2016-1-6-expression-4x2-16v-flex-4p-manual-gasolina-e-alcool-114354,RENAULT DUSTER 2016 1.6 EXPRESSION 4X2 16V FLEX 4P MANUAL - Carango 114354
TORO,FIAT,105000.0,67620,automatico,flex,Azul,2020,False,Supreme Car,https://carango.com.br/veiculo/fiat-toro-2020-1-8-16v-evo-flex-freedom-at6-flex-114351,FIAT TORO 2020 1.8 16V EVO FLEX FREEDOM AT6 - Carango 114351
CRETA,HYUNDAI,83800.0,49000,automatico,flex,Branco,2017,False,Edson Veículos - Aracaju,https://carango.com.br/veiculo/hyundai-creta-2017-1-6-16v-flex-attitude-automatico-gasolina-e-alcool-114350,HYUNDAI CRETA 2017 1.6 16V FLEX ATTITUDE AUTOMÁTICO - Carango 114350
LOGAN,RENAULT,45000.0,166112,manual,flex,Preto,2015,False,NETTO VEICULOS,https://carango.com.br/veiculo/renault-logan-2015-1-6-dynamique-8v-flex-4p-manual-flex-114348,RENAULT LOGAN 2015 1.6 DYNAMIQUE 8V FLEX 4P MANUAL  - Carango 114348
DUSTER,RENAULT,A Combinar,47756,automatico,flex,Vermelho,2020,False,NETTO VEICULOS,https://carango.com.br/veiculo/renault-duster-2020-1-6-16v-dynamique-4p-automatico-cvt-flex-114346,RENAULT DUSTER 2020 1.6 16V DYNAMIQUE 4P AUTOMÁTICO CVT - Carango 114346
UNO,FIAT,27900.0,252372,manual,flex,Vermelho,2013,False,NETTO VEICULOS,https://carango.com.br/veiculo/fiat-uno-2013-1-0-mpi-mille-fire-economy-8v-flex-4p-manual-flex-114344,FIAT UNO 2013 1.0 MPI MILLE FIRE ECONOMY 8V FLEX 4P MANUAL - Carango 114344
ECOSPORT,FORD,53900.0,74115,automatico,flex,Branco,2014,False,CAMESA AUTOMÓVEIS,https://carango.com.br/veiculo/ford-ecosport-2014-2-0-titanium-16v-flex-4p-automatico-flex-114338,FORD ECOSPORT 2014 2.0 TITANIUM 16V FLEX 4P AUTOMÁTICO - Carango 114338
WR-V,HONDA,83800.0,17800,automatico,flex,Prata,2018,False,Edson Veículos - Aracaju,https://carango.com.br/veiculo/honda-wr-v-2018-1-5-16v-flexone-ex-cvt-gasolina-e-alcool-114337,HONDA WR-V 2018 1.5 16V FLEXONE EX CVT  - Carango 114337
RANGER,FORD,198000.0,37376,automatico,diesel,2020,2020,False,Mago Automóveis - Aracaju,https://carango.com.br/veiculo/ford-ranger-2020-3-2-limited-4x4-diesel-4p-automatico-diesel-114336,FORD RANGER 2020 3.2 LIMITED 4X4 DIESEL 4P AUTOMÁTICO - Carango 114336
208,PEUGEOT,A Combinar,30628,manual,flex,Branco,2022,False,Concorde Veículos - Aracaju,https://carango.com.br/veiculo/peugeot-208-2022-1-5-active-8v-flex-4p-manual-flex-114335,PEUGEOT 208 2022 1.5 ACTIVE 8V FLEX 4P MANUAL - Carango 114335
TORO,FIAT,160000.0,29981,automatico,diesel,Azul,2021,False,VIA CAR VEÍCULOS,https://carango.com.br/veiculo/fiat-toro-2021-2-0-16v-turbo-diesel-ultra-4wd-at9-diesel-114333,FIAT TORO 2021 2.0 16V TURBO DIESEL ULTRA 4WD AT9 - Carango 114333
ONIX,CHEVROLET,A Combinar,89180,manual,flex,Branco,2013,False,Credi-Auto Veículos - Aracaju,https://carango.com.br/veiculo/chevrolet-onix-2013-1-0-mpfi-lt-8v-flex-4p-manual-flex-114331,CHEVROLET ONIX 2013 1.0 MPFI LT 8V FLEX 4P MANUAL - Carango 114331
COROLLA,TOYOTA,A Combinar,121912,automatico,flex,Branco,2016,False,Credi-Auto Veículos - Aracaju,https://carango.com.br/veiculo/toyota-corolla-2016-1-8-gli-16v-flex-4p-automatico-flex-114329,TOYOTA COROLLA 2016 1.8 GLI 16V FLEX 4P AUTOMATICO - Carango 114329
PRISMA,CHEVROLET,A Combinar,65246,automatico,flex,Preto,2017,False,Credi-Auto Veículos - Aracaju,https://carango.com.br/veiculo/chevrolet-prisma-2017-1-4-mpfi-ltz-8v-flex-4p-automatico-flex-114328,CHEVROLET PRISMA 2017 1.4 MPFI LTZ 8V FLEX 4P AUTOMATICO - Carango 114328
COROLLA,TOYOTA,A Combinar,,automatico,flex,Preto,2008,False,ALLAN Corretora,https://carango.com.br/veiculo/toyota-corolla-2008-1-6-xli-16v-gasolina-4p-automatico-flex-114327,TOYOTA COROLLA 2008 1.6 XLI 16V GASOLINA 4P AUTOMATICO - Carango 114327
ETIOS,TOYOTA,59000.0,,manual,flex,Prata,2020,False,ALLAN Corretora,https://carango.com.br/veiculo/toyota-etios-2020-1-5-x-plus-16v-flex-4p-manual-flex-114325,TOYOTA ETIOS 2020 1.5 X PLUS 16V FLEX 4P MANUAL - Carango 114325
320IA,BMW,A Combinar,30000,,flex,cinza,2020,False,BORA SEMINOVOS,https://carango.com.br/veiculo/bmw-320ia-2020-320ia-modern-sport-tb-2-0-a-flex-gp-4p-gasolina-114322,BMW 320IA 2020 320iA Modern/Sport TB 2.0/A.Flex/GP 4p - Carango 114322
RENEGADE,JEEP,A Combinar,17000,automatico,flex,branco,2023,False,BORA SEMINOVOS,https://carango.com.br/veiculo/jeep-renegade-2023-renegade-sport-t270-1-3-tb-4x2-flex-aut--flex-114321,JEEP RENEGADE 2023 Renegade Sport T270 1.3 TB 4x2 Flex Aut. - Carango 114321
208,PEUGEOT,A Combinar,100462,automatico,flex,branco,2016,False,ALIANÇA MULTIMARCAS -MACEIÓ,https://carango.com.br/veiculo/peugeot-208-2016-208-griffe-1-6-flex-16v-5p-aut--flex-114318,PEUGEOT 208 2016 208 Griffe 1.6 Flex 16V 5p Aut. - Carango 114318
HILUX,TOYOTA,A Combinar,1422,,diesel,branco,2023,False,BORA SEMINOVOS,https://carango.com.br/veiculo/toyota-hilux-2023-srx-diesel-114313,TOYOTA HILUX 2023 SRX - Carango 114313
